ValueDate,TheValue
2013-02-28,8.8410
2013-02-27,8.8387
2013-02-26,8.8343
2013-02-25,8.8673
2013-02-22,8.8681
2013-02-21,8.9016
2013-02-20,8.8461
2013-02-19,8.9228
2013-02-18,8.8402
2013-02-15,8.8109
2013-02-14,8.8742
2013-02-13,8.9070
2013-02-12,8.9690
2013-02-11,8.8811
2013-02-08,8.9401
2013-02-07,8.8888
2013-02-06,8.8542
2013-02-05,8.9181
2013-02-04,8.8862
2013-02-01,8.9682
2013-01-31,9.0582
2013-01-30,9.0366
2013-01-29,9.0908
2013-01-28,8.9655
2013-01-25,8.9902
2013-01-24,9.0414
2013-01-23,8.8941
2013-01-22,8.8375
2013-01-21,8.8749
2013-01-18,8.8528
2013-01-17,8.7784
2013-01-16,8.8642
2013-01-15,8.7311
2013-01-14,8.7209
2013-01-11,8.6734
2013-01-10,8.5965
2013-01-09,8.5716
2013-01-08,8.5882
2013-01-07,8.6089
2013-01-04,8.6295
2013-01-03,8.5224
2013-01-02,8.4478
2012-12-31,8.4838
2012-12-28,8.5031
2012-12-27,8.5695
2012-12-24,8.5660
2012-12-21,8.5461
2012-12-20,8.5083
2012-12-19,8.4822
2012-12-18,8.5607
2012-12-14,8.6507
2012-12-13,8.6418
2012-12-12,8.6763
2012-12-11,8.6635
2012-12-10,8.6756
2012-12-07,8.7031
2012-12-06,8.7550
2012-12-05,8.7957
2012-12-04,8.8523
2012-12-03,8.8895
2012-11-30,8.7732
2012-11-29,8.7818
2012-11-28,8.8407
2012-11-27,8.8384
2012-11-26,8.8582
2012-11-23,8.9432
2012-11-22,8.9418
2012-11-21,8.9105
2012-11-20,8.8608
2012-11-19,8.8479
2012-11-16,8.8887
2012-11-15,8.9172
2012-11-14,8.8008
2012-11-13,8.8000
2012-11-12,8.7015
2012-11-09,8.6961
2012-11-08,8.6527
2012-11-07,8.6028
2012-11-06,8.7371
2012-11-05,8.7925
2012-11-02,8.6582
2012-11-01,8.6579
2012-10-31,8.6235
2012-10-30,8.6632
2012-10-29,8.6788
2012-10-26,8.7508
2012-10-25,8.7025
2012-10-24,8.7889
2012-10-23,8.7069
2012-10-22,8.6278
2012-10-19,8.6530
2012-10-18,8.6214
2012-10-17,8.7112
2012-10-16,8.7676
2012-10-15,8.7426
2012-10-12,8.6288
2012-10-11,8.6658
2012-10-10,8.6700
2012-10-09,8.8389
2012-10-08,8.8591
2012-10-05,8.6497
2012-10-04,8.4760
2012-10-03,8.4275
2012-10-02,8.3413
2012-10-01,8.2804
2012-09-28,8.2222
2012-09-27,8.2042
2012-09-26,8.2197
2012-09-25,8.1990
2012-09-21,8.2786
2012-09-20,8.3399
2012-09-19,8.1970
2012-09-18,8.2666
2012-09-17,8.2728
2012-09-14,8.2598
2012-09-13,8.3826
2012-09-12,8.1890
2012-09-11,8.2214
2012-09-10,8.2093
2012-09-07,8.2401
2012-09-06,8.3690
2012-09-05,8.4598
2012-09-04,8.3611
2012-09-03,8.4119
2012-08-31,8.4314
2012-08-30,8.4361
2012-08-29,8.4197
2012-08-28,8.4112
2012-08-27,8.3999
2012-08-24,8.3737
2012-08-23,8.2623
2012-08-22,8.2915
2012-08-21,8.2630
2012-08-20,8.3086
2012-08-17,8.2673
2012-08-16,8.2556
2012-08-15,8.2000
2012-08-14,8.1100
2012-08-13,8.1323
2012-08-10,8.1377
2012-08-08,8.1854
2012-08-07,8.1675
2012-08-06,8.1675
2012-08-03,8.3026
2012-08-02,8.3259
2012-08-01,8.2324
2012-07-31,8.2074
2012-07-30,8.2105
2012-07-27,8.2425
2012-07-26,8.4238
2012-07-25,8.4836
2012-07-24,8.4519
2012-07-23,8.4059
2012-07-20,8.1902
